Type,Vessel_Name,Built,Size_Dwt,Builder,Sold,En_Bloc,Price,Sellers,Buyers,SOx_Scrubber_Fitted,Eco_Engine,Newbuild_Price,Scrap_Price,TCR_6M,TCR_1Yr,TCR_3Yrs,TCR_5Yrs,TCR_1Yr_Class,Age_Yrs,Builder_Country,China,India,Indonesia,Japan,Other,Philippines,South_Korea,Taiwan,Vietnam,Class
Bulk,Australia Maru,2012,181415,Koyo Dock,2021-05-21,0,33.5,Nissen Kaiun,Greek interests,1,0,55.75,11.7755,39000,29750,22875,19625,29750,9,Japan,0,0,0,1,0,0,0,0,0,Capesize
Bulk,Dry Beam Neo,2019,38180,Shin Kochi Jyuko,2021-05-21,0,24,Libera Corporation,Undisclosed interests,0,1,25.75,3.7708,25750,19250,12500,10750,19250,2,Japan,0,0,0,1,0,0,0,0,0,Handysize
Bulk,Ioanna L,2017,81837,Tsuneishi Zhoushan,2021-05-21,0,29.5,Kambara Kisen KK,German interests,0,1,30.5,6.589,,24875,16560,14200,24875,4,China,1,0,0,0,0,0,0,0,0,Panamax
Bulk,Fushun,1997,48225,Oshima Shipbuilding,2021-05-20,0,6.5,Zhangzhou Shipping,Chinese interests,0,0,28.5,5.20355,26000,18625,13250,10500,18625,24,Japan,0,0,0,1,0,0,0,0,0,Handymax
Bulk,Basic Rainbow,2011,38468,Minaminippon (Ozai),2021-05-18,0,14.3,Doun Kisen,Clients of Taylor Maritime,0,0,25.75,3.7708,23000,18250,12500,10750,18250,10,Japan,0,0,0,1,0,0,0,0,0,Handysize
Bulk,C. S. Dream,2010,50780,Oshima Shipbuilding,2021-05-18,0,13.8,Chugoku Sogyo Co.,Clients of Densay Shipping,0,0,28.5,5.20355,26000,18625,13250,10500,18625,11,Japan,0,0,0,1,0,0,0,0,0,Handymax
Bulk,Countess I,2013,79234,Jiangsu Eastern,2021-05-18,0,19,Verano Mgmt,Chinese interests,0,0,30,6.589,,22000,14250,13125,23750,8,China,1,0,0,0,0,0,0,0,0,Panamax
Bulk,Indigo Traveller,2011,55596,Mitsui SB (Tamano),2021-05-18,0,15.8,I.M.S. Maritime,Clients of Taylor Maritime,0,0,28.5,5.20355,26000,18625,13250,10500,18625,10,Japan,0,0,0,1,0,0,0,0,0,Handymax
Bulk,Leap Heart,2012,28383,Imabari SB (Imabari),2021-05-18,0,10,Ohnishi Kisen,Clients of Taylor Maritime,0,0,23.12,3.7708,18000,15625,11000,9500,18250,9,Japan,0,0,0,1,0,0,0,0,0,Handysize
Bulk,Nordcolorado,2016,37976,Zhejiang Ouhua SB,2021-05-18,0,18.05,Reederei Nord,Clients of Taylor Maritime,0,1,25.75,3.7708,23000,18250,12500,10750,18250,5,China,1,0,0,0,0,0,0,0,0,Handysize
Bulk,Nordrubicon,2016,37985,Zhejiang Ouhua SB,2021-05-18,0,18.28,Reederei Nord,Clients of Taylor Maritime,0,1,25.75,3.7708,23000,18250,12500,10750,18250,5,China,1,0,0,0,0,0,0,0,0,Handysize
Bulk,Tai Hawk,2004,52686,Oshima Shipbuilding,2021-05-15,0,10,Taiwan Navigation,Chinese interests,0,0,28.5,5.20355,26000,18625,13250,10500,18625,17,Japan,0,0,0,1,0,0,0,0,0,Handymax
Bulk,Crystal Island*,2011,28228,Shimanami Shipyard,2021-05-14,0,9.6,Shikishima Kisen,Undisclosed interests,0,0,23.12,3.7708,18000,15625,11000,9500,18250,10,Japan,0,0,0,1,0,0,0,0,0,Handysize
Bulk,Loveland Island*,2010,28316,Imabari SB (Imabari),2021-05-14,0,9.2,Shikishima Kisen,Undisclosed interests,0,0,23.12,3.7708,18000,15625,11000,9500,18250,11,Japan,0,0,0,1,0,0,0,0,0,Handysize
Bulk,Pacific Hero,2012,58677,Kawasaki HI Kobe,2021-05-14,0,18,Century Tokyo,Clients of Taylor Maritime,0,0,28.5,5.20355,26000,18625,13250,10500,18625,9,Japan,0,0,0,1,0,0,0,0,0,Handymax
Bulk,Spring Aeolian,2012,83478,Sanoyas Shipbuilding,2021-05-14,0,21.3,Shunzan Kaiun,Greek interests,0,0,30.5,6.589,,23750,16125,13750,23750,9,Japan,0,0,0,1,0,0,0,0,0,Panamax
Bulk,Tangerine Island,2012,82265,Tsuneishi Zosen,2021-05-14,0,21,Mitsui OSK Lines,Greek interests,0,0,30.5,6.589,,23750,16125,13750,23750,9,Japan,0,0,0,1,0,0,0,0,0,Panamax
Bulk,Tiger Shandong,2011,180091,Beihai Shipyard,2021-05-14,0,23.31,Greathorse Shipping,Greek interests,0,0,55.25,11.7755,38250,28000,21875,18875,28000,10,China,1,0,0,0,0,0,0,0,0,Capesize
Bulk,Zoe S,2002,53054,Oshima Shipbuilding,2021-05-14,0,8,Order Shipping,Chinese interests,0,0,28.5,5.20355,26000,18625,13250,10500,18625,19,Japan,0,0,0,1,0,0,0,0,0,Handymax
Bulk,Great Legend*,2006,52385,Tsuneishi Cebu,2021-05-12,0,11,Sinotrans Shipping,Undisclosed interests,0,0,27.75,5.20355,25875,18375,12750,10500,18375,15,Philippines,0,0,0,0,0,1,0,0,0,Handymax
Bulk,Great Praise*,2006,52424,Tsuneishi Cebu,2021-05-12,0,11,Sinotrans Shipping,Undisclosed interests,0,0,27.75,5.20355,25875,18375,12750,10500,18375,15,Philippines,0,0,0,0,0,1,0,0,0,Handymax
Bulk,Wisdom Diva,2009,76606,Shin Kasado Dock,2021-05-12,0,17.5,Minsheng Financial,Greek interests,0,0,29.25,6.589,,22125,14250,13125,23875,12,Japan,0,0,0,1,0,0,0,0,0,Panamax
Bulk,Clipper Endeavour,2004,52483,Tsuneishi Cebu,2021-05-11,0,9.7,Samartzis Maritime,Undisclosed interests,0,0,27.75,5.20355,25875,18375,12750,10500,18375,17,Philippines,0,0,0,0,0,1,0,0,0,Handymax
Bulk,Jaigarh,2010,82166,Tsuneishi Zosen,2021-05-07,0,19,Doun Kisen,Undisclosed interests,0,0,29.75,6.589,,23875,16125,13750,23875,11,Japan,0,0,0,1,0,0,0,0,0,Panamax
Bulk,Berge Bandai,2016,39359,Jiangmen Nanyang,2021-05-06,0,17.5,Nisshin Shipping,German interests,0,1,25,3.7708,22000,17000,11750,10750,17000,5,China,1,0,0,0,0,0,0,0,0,Handysize
Bulk,Fortune Bay,2011,29029,Shikoku Dock.,2021-05-06,0,9.5,Meiho Kaiun,Undisclosed interests,0,0,22.44,3.7708,17375,15000,10250,9375,17000,10,Japan,0,0,0,1,0,0,0,0,0,Handysize
Bulk,Emerald Star,2014,81944,Tsuneishi Cebu,2021-05-05,0,25,Kyowa Kisen,Greek interests,1,1,29.25,6.589,,23375,15875,13625,23375,7,Philippines,0,0,0,0,0,1,0,0,0,Panamax
Bulk,Neo Beachwood,2011,61418,Iwagi Zosen,2021-05-05,0,16.7,Keishin Kaiun K.K.,Undisclosed interests,0,0,27,5.20355,26500,21000,13500,11750,18875,10,Japan,0,0,0,1,0,0,0,0,0,Handymax
Bulk,New Emperor,2006,76585,Imabari SB Marugame,2021-05-05,0,12,Shanghai Guohang,Chinese interests,0,0,28.75,6.589,,21625,14000,13000,23375,15,Japan,0,0,0,1,0,0,0,0,0,Panamax
Bulk,Pacific Bright,2013,56512,Jiangsu New Hantong,2021-05-03,0,15,HI Gold Ocean No.12,Chinese interests,0,1,27,5.20355,26500,18875,11750,10375,18875,8,China,1,0,0,0,0,0,0,0,0,Handymax
Bulk,Makiki,2006,52525,Tsuneishi Cebu,2021-04-30,0,9.3,Unisea Shipping,Clients of Jinhui Shpg & Trans,0,0,27,4.87396,26500,18875,11750,10375,18875,15,Philippines,0,0,0,0,0,1,0,0,0,Handymax
Bulk,Sunny Putney,2013,74940,Sasebo HI,2021-04-30,0,19.6,Noma Kaiun,Clients of Castor Maritime,0,0,28.75,6.23896,,21625,14000,13000,23375,8,Japan,0,0,0,1,0,0,0,0,0,Panamax
Bulk,Grand Venture,2005,206296,Imabari SB Saijo,2021-04-29,0,16,Mizuho Sangyo,Greek interests,0,0,55,,,,,,,16,Japan,0,0,0,1,0,0,0,0,0,no-class
Bulk,Four Coal,2014,76822,SPP Sacheon SY,2021-04-28,0,21,Four Handy Ltd.,Greek interests,0,1,28.75,6.23896,,18500,12750,11875,21000,7,South Korea,0,0,0,0,0,0,1,0,0,Panamax
Bulk,Grand Venture,2005,206296,Imabari SB Saijo,2021-04-28,0,21.3,Mizuho Sangyo,Clients of Costamare Shipping,0,0,55,,,,,,,16,Japan,0,0,0,1,0,0,0,0,0,no-class
Bulk,Guo Qiang 8,2018,63388,Huangpu Wenchong,2021-04-28,0,23,Sinotrans Shipping,Unknown Chinese,0,1,27,4.87396,24625,20375,13500,11750,18500,3,China,1,0,0,0,0,0,0,0,0,Handymax
Bulk,Lowlands Orchid,2005,176193,Universal SB (Tsu),2021-04-28,0,15,CLdN Cobelfret,Chinese interests,0,0,53,11.1332,34125,24750,20625,17250,25750,16,Japan,0,0,0,1,0,0,0,0,0,Capesize
Bulk,Peak Proteus,2013,82158,Tsuneishi Zosen,2021-04-28,0,21,Defender Holding,Greek interests,0,0,29.25,6.23896,,21000,14375,13375,21000,8,Japan,0,0,0,1,0,0,0,0,0,Panamax
Bulk,Eibhlin,2011,182307,Universal SB (Tsu),2021-04-23,0,30.5,Nissen Kaiun,Undisclosed interests,1,1,53,11.1332,35125,25750,21625,18250,25750,10,Japan,0,0,0,1,0,0,0,0,0,Capesize
Bulk,Kohinoor,2010,32309,Kanda Zosensho,2021-04-23,0,10.95,MMSL Japan,Undisclsoed interests,0,0,22.44,3.53136,16250,14625,10250,9375,15750,11,Japan,0,0,0,1,0,0,0,0,0,Handysize
Bulk,Sage Amazon,2012,63301,Sinopacific Dayang,2021-04-23,0,17,Defender Holding,Undisclosed interests,0,1,27,4.87396,24625,20375,13500,11750,18500,9,China,1,0,0,0,0,0,0,0,0,Handymax
Bulk,Leopold LD,2014,179816,Tianjin Xingang HI,2021-04-22,0,20,Louis Dreyfus (LDA),European interets,0,1,52,11.1332,31875,24375,20625,17125,25375,7,China,1,0,0,0,0,0,0,0,0,Capesize
Bulk,Medi Segesta,2009,58730,Tsuneishi Cebu,2021-04-22,0,14,Orient Line Co. Ltd.,Undisclosed interests,0,0,27,4.87396,23000,16750,11750,10375,16750,12,Philippines,0,0,0,0,0,1,0,0,0,Handymax
Bulk,Simon LD,2014,179816,Tianjin Xingang HI,2021-04-22,0,20,Louis Dreyfus (LDA),European interets,0,1,52,11.1332,31875,24375,20625,17125,25375,7,China,1,0,0,0,0,0,0,0,0,Capesize
Bulk,K. Spinel,2011,59905,Hyundai Mipo,2021-04-21,0,15,SK Shipping,Chinese interests,1,0,27,4.87396,23000,16750,11750,10375,16750,10,South Korea,0,0,0,0,0,0,1,0,0,Handymax
Bulk,Rui Jin,1990,28493,Imabari SB (Imabari),2021-04-21,0,2.023,Fujian Mainstar,Chinese interests,0,0,22.44,3.53136,16250,14625,10250,9375,15750,31,Japan,0,0,0,1,0,0,0,0,0,Handysize
Bulk,Ranhil,2015,81048,CSC Jinling Shipyard,2021-04-19,0,23.5,Delta Shipping,Clients of Castor Maritime,0,1,29.25,6.23896,,19875,14125,13000,19875,6,China,1,0,0,0,0,0,0,0,0,Panamax
Bulk,Fuzeyya,2012,32070,Hakodate Dock,2021-04-16,0,12.5,Empire Bulkers,Undisclosed interests,0,0,22.44,3.53136,16250,14625,10250,9375,15750,9,Japan,0,0,0,1,0,0,0,0,0,Handysize
Bulk,Yarrawonga,2008,82624,Tsuneishi Zosen,2021-04-16,0,16,Misuga Kaiun Co Ltd,Greek interests,0,0,29.25,6.23896,,19875,14125,13000,19875,13,Japan,0,0,0,1,0,0,0,0,0,Panamax
Bulk,Alam Sinar,2014,36320,Shikoku Dock.,2021-04-15,0,14.9,Pacific Carriers,Undisclosed interests,0,0,25,3.53136,19187.5,15750,11750,10750,15750,7,Japan,0,0,0,1,0,0,0,0,0,Handysize
Bulk,Jin Hua Feng,2013,93738,Shanhaiguan SB,2021-04-15,0,14.3,COSCO Shipping Bulk,Chinese interests,0,1,36.5,,,,,,,8,China,1,0,0,0,0,0,0,0,0,no-class
Bulk,New Frontier,2011,35013,Shikoku Dock.,2021-04-15,0,14.5,Hsin Chien Marine,Undisclosed interests,0,0,25,3.53136,19187.5,15750,11750,10750,15750,10,Japan,0,0,0,1,0,0,0,0,0,Handysize
Bulk,Taiyuan*,2016,37657,Imabari SB (Imabari),2021-04-15,0,20.2,Swire Bulk,Clients of Pan Ocean,0,1,25,3.53136,19187.5,15750,11750,10750,15750,5,Japan,0,0,0,1,0,0,0,0,0,Handysize
Bulk,Tsingtao*,2016,37657,Imabari SB (Imabari),2021-04-15,0,20.2,Swire Bulk,Clients of Pan Ocean,0,1,25,3.53136,19187.5,15750,11750,10750,15750,5,Japan,0,0,0,1,0,0,0,0,0,Handysize
Bulk,GH Northern Dancer,2017,63025,New Times SB,2021-04-09,0,21.75,Celsius Shipping,Clients of Belships,0,1,27,4.87396,22625,17250,13500,11750,15750,4,China,1,0,0,0,0,0,0,0,0,Handymax
Bulk,Nordic Bulker 2,2002,28458,Imabari SB (Imabari),2021-04-09,0,5.8,Diligent Holdings,Middle Eastern interests,0,0,22.44,3.53136,16250,14625,10250,9375,15750,19,Japan,0,0,0,1,0,0,0,0,0,Handysize
Bulk,Hua Rong 5,2012,52713,Zhejiang Donghong,2021-04-08,0,11.34,Huarong Financial,Chinese interests,0,0,26.75,4.87396,22750,15375,11750,10375,15375,9,China,1,0,0,0,0,0,0,0,0,Handymax
Bulk,Linda Dream,2007,180180,Imabari SB Saijo,2021-04-08,0,19,Toyo Sangyo,Undisclosed interests,0,0,52,11.1332,26500,21625,18625,16750,21625,14,Japan,0,0,0,1,0,0,0,0,0,Capesize
Bulk,Nord Stellar,2016,81183,Hudong Zhonghua,2021-04-08,0,25,Norden A/S,Clients of Globus Maritime,1,1,29,6.23896,,19625,14375,13125,19625,5,China,1,0,0,0,0,0,0,0,0,Panamax
Bulk,Shin Nichiho,2005,203180,Universal SB (Tsu),2021-04-07,0,16.2,Nippon Yusen Kaisha,Chinese interests,0,0,54,,,,,,,16,Japan,0,0,0,1,0,0,0,0,0,no-class
Bulk,Xi Jiang Yue,2011,74940,Sasebo HI,2021-04-07,0,18,Ocean Broaden,Greek interests,0,0,28.5,6.23896,,17000,12500,11750,19625,10,Japan,0,0,0,1,0,0,0,0,0,Panamax
Bulk,Vasilis,2011,32081,Hakodate Dock,2021-04-01,0,11.5,Empire Bulkers,Greek interests,0,0,21.99,3.53136,16500,15000,10250,9375,17250,10,Japan,0,0,0,1,0,0,0,0,0,Handysize
Bulk,FJ Emerald,2010,28193,Imabari SB (Imabari),2021-03-30,0,9.4,Fukujin Kisen,Vietnamese interests,0,0,21.99,3.4295,16500,15000,10250,9375,17250,11,Japan,0,0,0,1,0,0,0,0,0,Handysize
Bulk,Glorious Sawara,2009,28339,I-S Shipyard,2021-03-30,0,8.85,Pacific Carriers,Undisclosed interests,0,0,21.99,3.4295,16500,15000,10250,9375,17250,12,Japan,0,0,0,1,0,0,0,0,0,Handysize
Bulk,Golden Rose,2011,56628,CSC Qingshan SY,2021-03-30,0,12.7,Zhejiang Tsingshan,Chinese interests,0,0,26.25,4.732,23000,16437.5,12000,10375,16437.5,10,China,1,0,0,0,0,0,0,0,0,Handymax
Bulk,N/B Taizhou Sanfu SF130130,2021,63345,Taizhou Sanfu,2021-03-30,0,24.5,Taizhou Sanfu,German interests,0,1,26.25,4.732,23000,18375,14000,12000,16437.5,0,China,1,0,0,0,0,0,0,0,0,Handymax
Bulk,Bottiglieri Flavio Borriello,2011,93222,Jiangsu New YZJ,2021-03-29,0,11.9,Giuseppe Bottiglieri,Greek interests,0,0,35,,,,,,,10,China,1,0,0,0,0,0,0,0,0,no-class
Bulk,Princess Athena,2004,75729,Sanoyas,2021-03-29,0,10.5,Smart-Trans Shpg,Dongguan Haichang,0,0,28.25,6.0075,,18000,12850,11850,21000,17,Japan,0,0,0,1,0,0,0,0,0,Panamax
Bulk,Sage Danube,2012,63301,Sinopacific Dayang,2021-03-29,0,17,Defender Holding,Clients of KC Maritime HK,0,1,26.25,4.732,23000,18375,14000,12000,16437.5,9,China,1,0,0,0,0,0,0,0,0,Handymax
Bulk,Darwin,2002,75966,Tsuneishi Zosen,2021-03-26,0,9,Global Marine SM,Undisclosed interests,0,0,28.25,6.0075,,18000,12850,11850,21000,19,Japan,0,0,0,1,0,0,0,0,0,Panamax
Bulk,"S'hail al Mafyar",1999,75522,Mitsui SB (Chiba),2021-03-26,0,6.9,"S'hail Shipping",Chinese interests,0,0,28.25,6.0075,,18000,12850,11850,21000,22,Japan,0,0,0,1,0,0,0,0,0,Panamax
Bulk,Ida Selmer,2011,32519,Jiangsu Zhenjiang SY,2021-03-24,0,8,Oskar Wehr,Greek interests,0,0,21.55,3.4295,19750,16125,10250,9375,18500,10,China,1,0,0,0,0,0,0,0,0,Handysize
Bulk,Sider Syros,2016,36844,Minaminippon (Ozai),2021-03-24,0,19,Nova Marine Carriers,Clients of Halkidon Shipping,0,1,24,3.4295,22500,18500,11750,10500,18500,5,Japan,0,0,0,1,0,0,0,0,0,Handysize
Bulk,Yangze 11,2018,82061,Jiangsu New YZJ,2021-03-24,0,27,Yangzijiang Shipping,Clients of Globus Maritime,0,1,28,6.0075,,21750,14625,13300,21750,3,China,1,0,0,0,0,0,0,0,0,Panamax
Bulk,Azul,2007,30587,Cochin Shipyard,2021-03-23,0,7.8,Tide Line Inc.,Undisclosed interests,0,0,21.55,3.4295,19750,16125,10250,9375,18500,14,India,0,1,0,0,0,0,0,0,0,Handysize
Bulk,Ocean Emperor,1998,74002,Tsuneishi Zosen,2021-03-23,0,4.45,Oceanfleet Shipping,Unknown Chinese,0,0,27.5,6.0075,,19000,12850,11850,21750,23,Japan,0,0,0,1,0,0,0,0,0,Panamax
Bulk,South Star,2006,28515,Imabari SB (Imabari),2021-03-23,0,6.7,Tan Binh Co Ltd,Turkish interests,0,0,21.55,3.4295,19750,16125,10250,9375,18500,15,Japan,0,0,0,1,0,0,0,0,0,Handysize
Bulk,Tiger Liaoning,2011,180082,Beihai Shipyard,2021-03-23,0,21.02,Greathorse Shipping,Singaporean interests,0,0,51,10.705,26000,22750,18625,16625,22750,10,China,1,0,0,0,0,0,0,0,0,Capesize
Bulk,Dimitris L,2001,73193,Jiangnan Shipyard,2021-03-22,0,7.1,Vrontados,Chinese interests,0,0,27.5,6.0075,,19000,12850,11850,21750,20,China,1,0,0,0,0,0,0,0,0,Panamax
Bulk,HTK Sunrise,2006,29828,Shikoku Dock.,2021-03-22,0,7.35,HTK Shipping,Greek interests,0,0,21.55,3.4295,19750,16125,10250,9375,18500,15,Japan,0,0,0,1,0,0,0,0,0,Handysize
Bulk,Karlovasi,2016,82354,Oshima Shipbuilding,2021-03-22,0,27,Samos Steamship,Clients of Norden A/S,0,0,28,6.0075,,21750,14625,13300,21750,5,Japan,0,0,0,1,0,0,0,0,0,Panamax
Bulk,Orchid Halo,2012,56174,Mitsui SB (Tamano),2021-03-22,0,15,Clio Marine,Undisclosed interests,0,0,25.25,4.732,25000,18125,12000,10375,18125,9,Japan,0,0,0,1,0,0,0,0,0,Handymax
Bulk,Ever Precious,2012,56140,Mitsui SB (Tamano),2021-03-20,0,15.8,British Marine,Unknown Chinese,0,0,25.25,4.732,25000,18125,12000,10375,18125,9,Japan,0,0,0,1,0,0,0,0,0,Handymax
Bulk,Cape Providence,2010,169233,Daehan Shipbuilding,2021-03-19,0,20,Active Shipping,Clients of Minerva Marine,0,0,51,10.705,25000,21750,17625,15625,22750,11,South Korea,0,0,0,0,0,0,1,0,0,Capesize
Bulk,N/B Dalian COSCO KHI DE098,2021,61000,Dalian COSCO KHI,2021-03-19,0,27,Dowa Line Co Ltd,Undisclosed interests,0,1,25.25,4.732,25000,20500,14000,12000,18125,0,China,1,0,0,0,0,0,0,0,0,Handymax
Bulk,Sider Madrid*,2013,29970,Tsuji H.I.,2021-03-19,0,11.2,Nova Marine Carriers,Undisclosed interests,0,0,21.55,3.4295,19750,16125,10250,9375,18500,8,China,1,0,0,0,0,0,0,0,0,Handysize
Bulk,Sider Mykonos*,2013,30060,Tsuji H.I.,2021-03-19,0,11.7,Nova Marine Carriers,Undisclosed interests,0,0,21.55,3.4295,19750,16125,10250,9375,18500,8,China,1,0,0,0,0,0,0,0,0,Handysize
Bulk,Naias,2006,73546,Jiangnan Shipyard,2021-03-18,0,11.25,Diana Shipping,Undisclosed interests,0,0,27.5,6.0075,,17000,12575,11500,18875,15,China,1,0,0,0,0,0,0,0,0,Panamax
Bulk,Atlantic Eagle,2014,28337,Imabari SB (Imabari),2021-03-17,0,10,Shunzan Kaiun,Undisclosed interests,0,0,21.55,3.4295,19750,16125,10250,9375,18500,7,Japan,0,0,0,1,0,0,0,0,0,Handysize
Bulk,Global Venus,2013,58635,Kawasaki HI Sakaide,2021-03-17,0,16,Sato Steamship,Undisclosed interests,0,0,25.25,4.732,24250,18125,12500,10375,18125,8,Japan,0,0,0,1,0,0,0,0,0,Handymax
Bulk,Yangze 16,2019,81031,Jiangsu New YZJ,2021-03-17,0,26.5,Yangzijiang Shipping,Greek interests,0,1,28,6.0075,,18875,14050,13225,18875,2,China,1,0,0,0,0,0,0,0,0,Panamax
Bulk,Amber Beverly,2011,53177,Chengxi Shipyard,2021-03-16,0,11,Goldwin Shipping,Chinese interests,0,0,25.25,4.732,24250,18125,12500,10375,18125,10,China,1,0,0,0,0,0,0,0,0,Handymax
Bulk,Atlantic Clover,2011,33671,Shin Kurushima,2021-03-16,0,12,KN Maritime,Undisclosed interests,0,0,21.55,3.4295,19750,16125,10250,9375,18500,10,Japan,0,0,0,1,0,0,0,0,0,Handysize
Bulk,Georgiana,2008,53413,Chengxi Shipyard,2021-03-16,0,9.9,Sincere Navigation,Undisclosed interests,0,0,25.25,4.732,24250,18125,12500,10375,18125,13,China,1,0,0,0,0,0,0,0,0,Handymax
Bulk,Lowlands Brabo,2010,32280,Kanda Zosensho,2021-03-16,0,10.4,First Marine Service,Greek interests,0,0,21.55,3.4295,19750,16125,10250,9375,18500,11,Japan,0,0,0,1,0,0,0,0,0,Handysize
Bulk,Nord Emperor,2010,55692,Mitsui SB (Tamano),2021-03-16,0,13.5,Marubeni Corp,Clients of C Transport Maritime,0,0,25.25,4.732,24250,18125,12500,10375,18125,11,Japan,0,0,0,1,0,0,0,0,0,Handymax
Bulk,Ocean Honesty,2013,38276,Shimanami Shipyard,2021-03-16,0,14,Meiho Kaiun,Hong Kong interests,0,0,24,3.4295,22500,18500,11750,10500,18500,8,Japan,0,0,0,1,0,0,0,0,0,Handysize
Bulk,RHL Varesia,2011,56738,Taizhou Kouan SB,2021-03-16,0,10,Hamburger Lloyd,Chinese interests,0,0,25.25,4.732,24250,18125,12500,10375,18125,10,China,1,0,0,0,0,0,0,0,0,Handymax
Bulk,Pacific Canopus,2012,180330,Dalian Shipbuilding,2021-03-15,0,21,Doun Kisen,Clients of Primebulk,0,0,50.5,10.705,23375,20750,17500,16000,20750,9,China,1,0,0,0,0,0,0,0,0,Capesize
Bulk,Basic Portland,2016,60513,Sanoyas Shipbuilding,2021-03-12,0,21.5,Minamoto Kisen,Undisclosed interests,0,1,25.25,4.732,24250,20500,14500,12000,18125,5,Japan,0,0,0,1,0,0,0,0,0,Handymax
Bulk,Bulk Switzerland,2010,181709,Imabari SB Saijo,2021-03-12,0,26.25,Eiko Kisen,Greek interests,1,0,50.5,10.705,23375,20750,17500,16000,20750,11,Japan,0,0,0,1,0,0,0,0,0,Capesize
Bulk,Kouyou,2013,58595,Kawasaki HI Sakaide,2021-03-12,0,15.5,Doun Kisen,Undisclosed interests,0,0,25.25,4.732,24250,18125,12500,10375,18125,8,Japan,0,0,0,1,0,0,0,0,0,Handymax
Bulk,Lady Giovi,2007,81791,Mitsui SB (Tamano),2021-03-12,0,16.1,Santoku Shipping,Undisclosed interests,0,0,28,6.0075,,18875,14050,13225,18875,14,Japan,0,0,0,1,0,0,0,0,0,Panamax
Bulk,New Expedition,2013,176387,Mitsui SB (Chiba),2021-03-12,0,27,Hsin Chien Marine,Seanergy Maritime,0,0,50.5,10.705,22375,19750,16500,15000,20750,8,Japan,0,0,0,1,0,0,0,0,0,Capesize
Bulk,Tokyo Bulker,2012,61439,Iwagi Zosen,2021-03-12,0,14,Toshin Kisen,Undisclosed interests,0,0,25.25,4.732,24250,20500,14500,12000,18125,9,Japan,0,0,0,1,0,0,0,0,0,Handymax
Bulk,Frontier Island,2011,181352,Koyo Dock,2021-03-11,0,25.2,Imabari Senpaku,Clients of Cyprus Sea Lines,0,0,50,10.705,22250,20500,17375,16000,20500,10,Japan,0,0,0,1,0,0,0,0,0,Capesize
Bulk,Jasmine A,2006,76596,Imabari SB Marugame,2021-03-11,0,11,Empire Bulkers,Undisclosed interests,0,0,27.25,6.0075,,16750,12575,11625,18625,15,Japan,0,0,0,1,0,0,0,0,0,Panamax
Bulk,N/B Chengxi Shipyard*,2022,82000,Chengxi Shipyard,2021-03-11,0,28.5,China Minsheng Trust,Undisclosed interests,0,1,27.75,6.0075,,18625,14200,13250,18625,-1,China,1,0,0,0,0,0,0,0,0,Panamax
Bulk,Wanisa,2012,79401,Jiangsu Eastern,2021-03-11,0,13.65,Zhonghai Puyuan Shpg,Chinese interests,0,1,27.25,6.0075,,16750,12575,11625,18625,9,China,1,0,0,0,0,0,0,0,0,Panamax
Bulk,Xin Tai Hai,2011,180346,Dalian Shipbuilding,2021-03-11,0,21,Vision Ship Mgmt,Clients of Berge Bulk,0,0,50,10.705,22250,20500,17375,16000,20500,10,China,1,0,0,0,0,0,0,0,0,Capesize
Bulk,SAM Wolf,2012,57453,STX SB (Jinhae),2021-03-09,0,11.92748,SAM SA,Chinese interests,0,0,25.25,4.732,21125,16875,12000,10375,16875,9,South Korea,0,0,0,0,0,0,1,0,0,Handymax
Bulk,Super Grace,2011,81601,Guangzhou Longxue,2021-03-08,0,14.9,Zhuhai Qinfa Shpg,Clients of Dia Yuan Intl Shpg,0,0,27.75,6.0075,,18625,14200,13250,18625,10,China,1,0,0,0,0,0,0,0,0,Panamax
Bulk,Lord Byron,2005,76838,Oshima Shipbuilding,2021-03-05,0,12,Primerose Shipping,Undisclosed interests,0,0,27.25,6.0075,,16750,12575,11625,18625,16,Japan,0,0,0,1,0,0,0,0,0,Panamax
Bulk,Mykali,2011,56132,Mitsui SB (Tamano),2021-03-05,0,13.5,Samos Steamship,Greek interests,0,0,25.25,4.732,21125,16875,12000,10375,16875,10,Japan,0,0,0,1,0,0,0,0,0,Handymax
Bulk,RR Australia,2011,81582,Sungdong SB,2021-03-05,0,16.5,Rimorchiatori Genova,Undisclosed interests,0,0,27.75,6.0075,,18625,14200,13250,18625,10,South Korea,0,0,0,0,0,0,1,0,0,Panamax
Bulk,Winning Angel,2012,58799,Nantong COSCO KHI,2021-03-05,0,14,Winning Intl,Undisclosed interests,0,0,25.25,4.732,21125,16875,12000,10375,16875,9,China,1,0,0,0,0,0,0,0,0,Handymax
Bulk,Winning Bright,2012,58756,Nantong COSCO KHI,2021-03-05,0,14,Winning Intl,Undisclosed interests,0,0,25.25,4.732,21125,16875,12000,10375,16875,9,China,1,0,0,0,0,0,0,0,0,Handymax
Bulk,Alam Sejahtera,2016,33297,Shin Kochi Jyuko,2021-03-04,0,14.9,Pacific Carriers,Greek interests,0,0,21.32,3.4295,15875,12750,10250,9375,14250,5,Japan,0,0,0,1,0,0,0,0,0,Handysize
Bulk,Avra,2004,53806,New Century SB,2021-03-04,0,7.3,Blue Planet Shipping,Clients of Jinhui Shipping,0,0,25,4.732,20000,15750,11500,10250,15750,17,China,1,0,0,0,0,0,0,0,0,Handymax
