Type,Vessel_Name,Built,Size_Dwt,Builder,Sold,En_Bloc,Price,Sellers,Buyers,SOx_Scrubber_Fitted,Eco_Engine,Newbuild_Price,Scrap_Price,TCR_6M,TCR_1Yr,TCR_3Yrs,TCR_5Yrs,TCR_1Yr_Class,Age_Yrs,Builder_Country,China,India,Indonesia,Japan,Other,Philippines,South_Korea,Taiwan,Vietnam,Class
Bulk,Maritime Century,2010,95790,Imabari SB Marugame,2020-12-15,0,14.5,Shoei Kisen Kaisha,Undisclosed interests,0,0,32.5,,,,,,,10,Japan,0,0,0,1,0,0,0,0,0,no-class
Bulk,Sage Symphony,2012,57949,Tsuneishi Cebu,2020-12-15,0,12.75,Defender Holding,Undisclosed interests,0,0,24,3.94914,10875,10562.5,9125,9250,10562.5,8,Philippines,0,0,0,0,0,1,0,0,0,Handymax
Bulk,Ultra Prosperity,2010,61645,Oshima Shipbuilding,2020-12-15,0,11,Nagashiki Shipping,Undisclosed interests,0,0,24,3.94914,10875,12062.5,10500,10500,10562.5,10,Japan,0,0,0,1,0,0,0,0,0,Handymax
Bulk,Ocean Pearl,2004,55557,Oshima Shipbuilding,2020-12-14,0,8,Transoba Denizcilik,Turkish interests,0,0,24,3.94914,10875,10562.5,9125,9250,10562.5,16,Japan,0,0,0,1,0,0,0,0,0,Handymax
Bulk,Very Maria,2001,73910,Namura Shipbuilding,2020-12-14,0,5,Vergos Marine Mgmt,Undisclosed interests,0,0,25.5,5.00905,,11100,10350,10450,12450,19,Japan,0,0,0,1,0,0,0,0,0,Panamax
Bulk,Coral Amber,2012,78072,Toyohashi SB,2020-12-11,0,14,Mitsui & Co,Undisclosed interests,0,0,25.5,5.00905,,11100,10350,10450,12450,8,Japan,0,0,0,1,0,0,0,0,0,Panamax
Bulk,Diva Eva,2006,52415,Tsuneishi Cebu,2020-12-11,0,6.7,Pavimar SA,Far Eastern interests,0,0,24,3.94914,10875,10562.5,9125,9250,10562.5,14,Philippines,0,0,0,0,0,1,0,0,0,Handymax
Bulk,Golden Shea,2007,76937,Namura Shipbuilding,2020-12-11,0,9.9,Golden Ocean Group,Chinese interests,0,0,25.5,5.00905,,11100,10350,10450,12450,13,Japan,0,0,0,1,0,0,0,0,0,Panamax
Bulk,Key Evolution,2010,83416,Sanoyas,2020-12-11,0,14,Tokei Kaiun,Undisclosed interests,0,0,26,5.00905,,12450,11575,11475,12450,10,Japan,0,0,0,1,0,0,0,0,0,Panamax
Bulk,SBI Zumba,2016,81183,Hudong Zhonghua,2020-12-11,0,20,Scorpio Bulkers,Undisclosed interests,1,1,26,5.00905,,12450,11575,11475,12450,4,China,1,0,0,0,0,0,0,0,0,Panamax
Bulk,Andes Queen,2013,52333,Shin Kurushima,2020-12-09,0,11,NS United KK,Greek interests,0,0,24,3.94914,10812.5,10250,9125,9250,10250,7,Japan,0,0,0,1,0,0,0,0,0,Handymax
Bulk,Jag Roopa,2006,52454,Tsuneishi Zosen,2020-12-09,0,6.9,Great Eastern Shpg,Chinese interests,0,0,24,3.94914,10812.5,10250,9125,9250,10250,14,Japan,0,0,0,1,0,0,0,0,0,Handymax
Bulk,Orient Iris,2014,55464,Kawasaki HI Kobe,2020-12-09,0,14.5,OMC Shipping,Niovis Shipping,0,1,24,3.94914,10812.5,10250,9125,9250,10250,6,Japan,0,0,0,1,0,0,0,0,0,Handymax
Bulk,Qatar Spirit,2009,57000,CSC Qingshan SY,2020-12-09,0,7.4,Milaha,Undisclosed interests,0,0,24,3.94914,10812.5,10250,9125,9250,10250,11,China,1,0,0,0,0,0,0,0,0,Handymax
Bulk,Sangeet,2012,95671,Imabari SB Marugame,2020-12-09,0,15.5,K-Line,Undisclosed interests,0,0,32.5,,,,,,,8,Japan,0,0,0,1,0,0,0,0,0,no-class
Bulk,SBI Tethys,2016,61200,Nantong COSCO KHI,2020-12-08,0,18.25,Scorpio Bulkers,Thoresen Shpg Sing,1,1,24,3.94914,10812.5,11625,10500,10500,10250,4,China,1,0,0,0,0,0,0,0,0,Handymax
Bulk,Happy Clipper,2001,73414,Sumitomo (Yokosuka),2020-12-07,0,5,Grand Seatrade,Chinese interests,0,0,25.5,5.00905,,10750,10200,10375,12150,19,Japan,0,0,0,1,0,0,0,0,0,Panamax
Bulk,Tiger Guangdong,2011,180099,Beihai Shipyard,2020-12-07,0,15.7,Greathorse Shipping,Clients of Thenamaris,0,0,46.5,8.88515,13875,14500,13750,13750,14500,9,China,1,0,0,0,0,0,0,0,0,Capesize
Bulk,Wookie,2012,81755,Guangzhou Longxue,2020-12-04,0,12,Kassian Maritime,Greek interests,0,0,26,5.00905,,12150,11450,11350,12150,8,China,1,0,0,0,0,0,0,0,0,Panamax
Bulk,SBI Apollo*,2016,60437,Mitsui SB (Tamano),2020-12-03,1,19.2,Scorpio Bulkers,Greek interests,1,1,24,3.94914,10812.5,11562.5,10500,10500,10125,4,Japan,0,0,0,1,0,0,0,0,0,Handymax
Bulk,SBI Poseidon*,2016,60432,Mitsui SB (Tamano),2020-12-03,1,19.2,Scorpio Bulkers,Greek interests,1,1,24,3.94914,10812.5,11562.5,10500,10500,10125,4,Japan,0,0,0,1,0,0,0,0,0,Handymax
Bulk,Hai Ji,2004,73601,Jiangnan Shipyard,2020-12-02,0,6.63,COSCO Shipping Bulk,Undisclosed interests,0,0,25.5,5.00905,,10800,10250,10375,12200,16,China,1,0,0,0,0,0,0,0,0,Panamax
Bulk,Shoyo,2008,77008,Namura Shipbuilding,2020-12-02,0,11,Universal Marine,Greek interests,0,0,25.5,5.00905,,10800,10250,10375,12200,12,Japan,0,0,0,1,0,0,0,0,0,Panamax
Bulk,Blue Ripple,2005,53299,New Century SB,2020-12-01,0,5.5,Stam Shipping,Chinese interests,0,0,24,3.94914,10812.5,10125,9125,9250,10125,15,China,1,0,0,0,0,0,0,0,0,Handymax
Bulk,Cape Elise,2005,174124,Shanghai Waigaoqiao,2020-12-01,0,10.5,Empire Bulkers,Chinese interests,0,0,46.5,8.88515,12500,13375,12750,12750,14375,15,China,1,0,0,0,0,0,0,0,0,Capesize
Bulk,Cetus Ocean,2013,82986,Sanoyas Shipbuilding,2020-12-01,0,16,Diamond Star Shpg,Undisclosed interests,0,0,26,5.00905,,12200,11500,11350,12200,7,Japan,0,0,0,1,0,0,0,0,0,Panamax
Bulk,SBI Gemini,2015,63655,Chengxi Shipyard,2020-11-30,0,16,Scorpio Bulkers,Undisclosed interests,1,1,24,3.8104,10812.5,11562.5,10500,10500,10125,5,China,1,0,0,0,0,0,0,0,0,Handymax
Bulk,Fearless,2001,30778,Naikai Zosen Setoda,2020-11-27,0,4.2,Blue Wall Shipping,Middle Eastern interests,0,0,20.65,2.7436,8750,8437.5,7875,8000,9812.5,19,Japan,0,0,0,1,0,0,0,0,0,Handysize
Bulk,SBI Antares*,2015,61593,Nantong COSCO KHI,2020-11-27,1,16.75,Scorpio Bulkers,Pacific Basin Shpg,1,1,24,3.8104,10812.5,11562.5,10500,10500,10125,5,China,1,0,0,0,0,0,0,0,0,Handymax
Bulk,SBI Bravo*,2015,61200,Nantong COSCO KHI,2020-11-27,1,16.75,Scorpio Bulkers,Pacific Basin Shpg,1,1,24,3.8104,10812.5,11562.5,10500,10500,10125,5,China,1,0,0,0,0,0,0,0,0,Handymax
Bulk,SBI Hydra*,2015,61115,Nantong COSCO KHI,2020-11-27,1,16.75,Scorpio Bulkers,Pacific Basin Shpg,1,1,24,3.8104,10812.5,11562.5,10500,10500,10125,5,China,1,0,0,0,0,0,0,0,0,Handymax
Bulk,SBI Maia*,2015,61590,Nantong COSCO KHI,2020-11-27,1,16.75,Scorpio Bulkers,Pacific Basin Shpg,1,1,24,3.8104,10812.5,11562.5,10500,10500,10125,5,China,1,0,0,0,0,0,0,0,0,Handymax
Bulk,Asia Emerald I,2011,58000,Sinopacific Dayang,2020-11-25,0,9.25,HBC Asia Pte. Ltd.,Chinese interests,0,0,24,3.8104,10750,9812.5,9125,9250,9812.5,9,China,1,0,0,0,0,0,0,0,0,Handymax
Bulk,Asia Emerald IV,2012,57802,Sinopacific Dayang,2020-11-25,0,8,HBC Asia Pte. Ltd.,Chinese interests,0,0,24,3.8104,10750,9812.5,9125,9250,9812.5,8,China,1,0,0,0,0,0,0,0,0,Handymax
Bulk,Danos Z,2001,46492,Mitsui SB (Tamano),2020-11-25,0,5.25,Dalomar Shipping,Ukrainian interests,0,0,24,3.8104,10750,9812.5,9125,9250,9812.5,19,Japan,0,0,0,1,0,0,0,0,0,Handymax
Bulk,Hawk I,2001,50296,Mitsui SB (Tamano),2020-11-25,0,4.4,Eagle Bulk Shipping,Ukrainian interests,0,0,24,3.8104,10750,9812.5,9125,9250,9812.5,19,Japan,0,0,0,1,0,0,0,0,0,Handymax
Bulk,Leda,2013,82165,Tsuneishi Zosen,2020-11-25,0,16.65,K-Line,Greek interests,0,0,26,4.8284,,11375,11050,11150,11375,7,Japan,0,0,0,1,0,0,0,0,0,Panamax
Bulk,Sen-Oku,2006,206306,Imabari SB Saijo,2020-11-25,0,15,Shunzan Kaiun,Shandong Shipping,0,0,48.5,,,,,,,14,Japan,0,0,0,1,0,0,0,0,0,no-class
Bulk,Asia Pearl V,2010,35283,Changqingsha SY,2020-11-20,0,5.7,"Asia M'time Pacific",Undisclosed interests,0,0,23,2.7436,10125,9625,9250,10000,9625,10,China,1,0,0,0,0,0,0,0,0,Handysize
Bulk,Bacco,2011,82188,Tsuneishi Zosen,2020-11-20,0,15.4,EBE NV,Greek interests,0,0,26,4.8284,,11375,11050,11150,11375,9,Japan,0,0,0,1,0,0,0,0,0,Panamax
Bulk,Cape Nelson,2001,28438,Kanda Zosensho,2020-11-20,0,3.5,Pacific Basin Shpg,Undisclosed interests,0,0,20.65,2.7436,8625,8437.5,7875,8000,9625,19,Japan,0,0,0,1,0,0,0,0,0,Handysize
Bulk,Gemini Ocean,2017,80982,JMU Maizuru Shipyard,2020-11-20,0,24,Diamond Star Shpg,Japanese interests,0,1,26,4.8284,,11375,11050,11150,11375,3,Japan,0,0,0,1,0,0,0,0,0,Panamax
Bulk,Hai Lu,2004,76629,Imabari SB Marugame,2020-11-20,0,7.68,COSCO Shipping Bulk,Chinese interests,0,0,25.5,4.8284,,10225,10100,10275,11375,16,Japan,0,0,0,1,0,0,0,0,0,Panamax
Bulk,Ina,2003,176423,Universal SB (Tsu),2020-11-20,0,9,Portline SA,Undisclosed interests,0,0,46.5,8.564,12250,12500,12625,12750,13500,17,Japan,0,0,0,1,0,0,0,0,0,Capesize
Bulk,Triton Swallow,2011,55580,Mitsui SB (Tamano),2020-11-20,0,11,Triton Navigation,Clients of Astra Maritime,0,0,24,3.8104,10750,9812.5,9125,9250,9812.5,9,Japan,0,0,0,1,0,0,0,0,0,Handymax
Bulk,Fools Gold,2010,28346,I-S Shipyard,2020-11-19,0,6.3,Taylor Maritime,Greek interests,0,0,20.65,2.7436,8500,8250,7875,8000,9500,10,Japan,0,0,0,1,0,0,0,0,0,Handysize
Bulk,Apollo,2006,77326,Oshima Shipbuilding,2020-11-18,0,9.2,Transocean Maritime,Greek interests,0,0,25.5,4.8284,,10125,10150,10275,11200,14,Japan,0,0,0,1,0,0,0,0,0,Panamax
Bulk,Kastro,2008,58780,Tsuneishi Zhoushan,2020-11-18,0,8.8,Neda Maritime Agency,Chinese interests,0,0,24,3.8104,10125,9500,9125,9250,9500,12,China,1,0,0,0,0,0,0,0,0,Handymax
Bulk,Nirai,2003,91439,Oshima Shipbuilding,2020-11-18,0,7,Hachiuma Steamship,Undisclosed interests,0,0,26,,,,,,,17,Japan,0,0,0,1,0,0,0,0,0,no-class
Bulk,Port Dalian,2012,56737,COSCO Zhoushan,2020-11-18,0,9,Portline SA,Chinese interests,0,0,24,3.8104,10125,9500,9125,9250,9500,8,China,1,0,0,0,0,0,0,0,0,Handymax
Bulk,Port Hainan,2012,56777,COSCO Zhoushan,2020-11-18,0,9,Portline SA,Chinese interests,0,0,24,3.8104,10125,9500,9125,9250,9500,8,China,1,0,0,0,0,0,0,0,0,Handymax
Bulk,Baltic Panther,2009,53350,Sinopacific Dayang,2020-11-16,0,7.5,Genco Shpg & Trading,Chinese interests,0,0,24,3.8104,10125,9500,9125,9250,9500,11,China,1,0,0,0,0,0,0,0,0,Handymax
Bulk,True Dream,2014,180694,Tsuneishi Cebu,2020-11-16,0,26.5,C Transport Maritime,Indian interests,0,1,46.5,8.564,13625,13750,13625,13750,13750,6,Philippines,0,0,0,0,0,1,0,0,0,Capesize
Bulk,Nord Sincere,2010,28355,Imabari SB Marugame,2020-11-13,0,6.65,Sincere Industrial,Undisclosed interests,0,0,20.65,2.7436,8500,8250,7875,8000,9500,10,Japan,0,0,0,1,0,0,0,0,0,Handysize
Bulk,Asia Energy,2001,28083,Bohai Shipbuilding,2020-11-11,0,3.3,Asia Energy Log Grp,Greek interests,0,0,20.65,2.7436,8500,8250,7875,8000,9500,19,China,1,0,0,0,0,0,0,0,0,Handysize
Bulk,Lentikia,2015,39202,Zhejiang Yangfan,2020-11-11,0,13.8,Cogema S.A.M.,German interests,0,1,23,2.7436,9750,9500,9250,10000,9500,5,China,1,0,0,0,0,0,0,0,0,Handysize
Bulk,Levanto,2001,73926,Jiangnan Shipyard,2020-11-11,0,5.5,Dryships,Undisclosed interests,0,0,25.5,4.8284,,10125,10150,10275,11200,19,China,1,0,0,0,0,0,0,0,0,Panamax
Bulk,Pacific Kindness,2011,82177,Tsuneishi Zhoushan,2020-11-11,0,15,Taiheiyo Kisen,Greek interests,0,0,26,4.8284,,11200,11150,11250,11200,9,China,1,0,0,0,0,0,0,0,0,Panamax
Bulk,Sea Melody,2010,58117,Tsuneishi Cebu,2020-11-11,0,10,Santoku Shipping,Greek interests,0,0,24,3.8104,10250,9562.5,9125,9250,9562.5,10,Philippines,0,0,0,0,0,1,0,0,0,Handymax
Bulk,Olympic Harmony*,2016,182644,JMU Ariake Shipyard,2020-11-05,0,30,Olympic Shpg & Mgmt,European interests,1,1,46.5,8.564,14500,14250,13750,15125,14250,4,Japan,0,0,0,1,0,0,0,0,0,Capesize
Bulk,Olympic Hope*,2016,182631,JMU Ariake Shipyard,2020-11-05,0,30,Olympic Shpg & Mgmt,European interests,1,1,46.5,8.564,14500,14250,13750,15125,14250,4,Japan,0,0,0,1,0,0,0,0,0,Capesize
Bulk,Angela,2004,52571,Tsuneishi Cebu,2020-11-04,0,5,Portline SA,Chinese interests,0,0,24,3.8104,10937.5,9875,9250,9250,9875,16,Philippines,0,0,0,0,0,1,0,0,0,Handymax
Bulk,Fair Winds,2009,28434,Shimanami Shipyard,2020-11-04,0,6.2,Kotoku Kaiun KK,Greek interests,0,0,20.65,2.7436,8687.5,8437.5,8000,8000,9625,11,Japan,0,0,0,1,0,0,0,0,0,Handysize
Bulk,Genco Loire,2009,53416,Sinopacific Dayang,2020-11-04,0,11.2,Genco Shpg & Trading,Indonesian interests,0,0,24,3.8104,10937.5,9875,9250,9250,9875,11,China,1,0,0,0,0,0,0,0,0,Handymax
Bulk,Glorious Sunlight,2013,28202,Imabari SB (Imabari),2020-11-04,0,7.2,Chiba Shipping,Greek interests,0,0,20.65,2.7436,8687.5,8437.5,8000,8000,9625,7,Japan,0,0,0,1,0,0,0,0,0,Handysize
Bulk,Rubyred,1997,48225,Oshima Shipbuilding,2020-11-04,0,3.3,TST Group,Undisclosed interests,0,0,24,3.8104,10937.5,9875,9250,9250,9875,23,Japan,0,0,0,1,0,0,0,0,0,Handymax
Bulk,Shinano,2008,56676,I.H.I. (Yokohama),2020-11-04,0,8.8,Santoku Shipping,Undisclosed interests,0,1,24,3.8104,10937.5,9875,9250,9250,9875,12,Japan,0,0,0,1,0,0,0,0,0,Handymax
Bulk,Kavo Platanos,2011,56750,CSC Jinling Shipyard,2020-11-03,0,9.4,Gourdomichalis Mar.,Chinese interests,0,0,24,3.8104,10937.5,9875,9250,9250,9875,9,China,1,0,0,0,0,0,0,0,0,Handymax
Bulk,New Everest,2009,35065,Shikoku Dock.,2020-11-02,0,9,Hsin Chien Marine,Undisclosed interests,0,0,23,2.7436,9875,9625,9375,10375,9625,11,Japan,0,0,0,1,0,0,0,0,0,Handysize
Bulk,Stove Caledonia,2010,58092,Tsuneishi Cebu,2020-11-02,0,11.75,Stove Shipping AS,Undisclosed interests,0,0,24,3.8104,10937.5,9875,9250,9250,9875,10,Philippines,0,0,0,0,0,1,0,0,0,Handymax
Bulk,Aqua Vision,2011,180300,Dalian Shipbuilding,2020-10-30,0,15.75,Noble Group,Greek interests,0,0,46.5,7.92096,14500,14250,13750,15125,14250,9,China,1,0,0,0,0,0,0,0,0,Capesize
Bulk,Bright Phoenix,2011,55636,Mitsui SB (Tamano),2020-10-30,0,11,Sanzo Enterprise Co.,Greek interests,0,0,24,3.58012,10937.5,9875,9250,9250,9875,9,Japan,0,0,0,1,0,0,0,0,0,Handymax
Bulk,CSSC Wan Mei,2012,176460,Shanghai Waigaoqiao,2020-10-30,0,18.3,Shanghai Waigaoqiao,Undisclosed interests,0,0,46.5,7.92096,13500,13250,12750,14125,14250,8,China,1,0,0,0,0,0,0,0,0,Capesize
Bulk,Dewi Parwati,2011,75700,Guangzhou Huangpu,2020-10-30,0,9.5,APOL,Chinese interests,0,0,25.5,4.4696,,10375,10275,10375,11500,9,China,1,0,0,0,0,0,0,0,0,Panamax
Bulk,Indigo Imabari,2010,38271,Imabari SB (Imabari),2020-10-30,0,10,I.M.S. Maritime,Undisclosed interests,0,0,23,2.571,9875,9625,9375,10375,9625,10,Japan,0,0,0,1,0,0,0,0,0,Handysize
Bulk,Ocean Eagle,2001,74082,Daewoo (DSME),2020-10-30,0,7.1,Atlantic Bulk,Clients of Hoanh Son Group,0,0,25.5,4.4696,,10375,10275,10375,11500,19,South Korea,0,0,0,0,0,0,1,0,0,Panamax
Bulk,Star Aqua,2011,28225,Imabari SB (Imabari),2020-10-30,0,6.4,Norfes Marine,Undisclosed interests,0,0,20.65,2.571,8687.5,8437.5,8000,8000,9625,9,Japan,0,0,0,1,0,0,0,0,0,Handysize
Bulk,Rook,2010,37852,Jiangsu Eastern,2020-10-29,0,6,Access Shpg,Danish interests,0,0,23,2.571,10312.5,9875,9375,10375,9875,10,China,1,0,0,0,0,0,0,0,0,Handysize
Bulk,Achilleus,2001,50992,Oshima Shipbuilding,2020-10-28,0,4,Portline SA,Chinese interests,0,0,24,3.58012,11500,10125,9250,9250,10125,19,Japan,0,0,0,1,0,0,0,0,0,Handymax
Bulk,Andalucian Zephyr,2014,34436,Namura Shipbuilding,2020-10-28,0,12.3,Exeno Yamamizu Corp.,Greek interests,0,0,20.65,2.571,9125,8812.5,8000,8000,9875,6,Japan,0,0,0,1,0,0,0,0,0,Handysize
Bulk,Idil,1994,28429,Imabari SB (Imabari),2020-10-28,0,2.4,NVL Trans Shipping,Undisclosed interests,0,0,20.65,2.571,9125,8812.5,8000,8000,9875,26,Japan,0,0,0,1,0,0,0,0,0,Handysize
Bulk,Kurenai,2007,86041,Oshima Shipbuilding,2020-10-28,0,10.2,Mitsui OSK Lines,Chinese interests,0,0,26,,,,,,,13,Japan,0,0,0,1,0,0,0,0,0,no-class
Bulk,M. Emir Aksoy,1998,47245,Oshima Shipbuilding,2020-10-28,0,3.2,Akmar Shpg & Trdg,Hong Kong interests,0,0,24,3.58012,11500,10125,9250,9250,10125,22,Japan,0,0,0,1,0,0,0,0,0,Handymax
Bulk,MS Charm,2010,32449,Zhejiang Hongxin,2020-10-28,0,6.5,Pearl Naval,Undisclosed interests,0,0,20.65,2.571,9125,8812.5,8000,8000,9875,10,China,1,0,0,0,0,0,0,0,0,Handysize
Bulk,Occitan Barsac,2003,27112,ARS,2020-10-28,0,3.3,SGM Shipping,Greek interests,0,0,20.65,2.571,9125,8812.5,8000,8000,9875,17,Other,0,0,0,0,1,0,0,0,0,Handysize
Bulk,Port Estoril*,2001,52822,Onomichi Dockyd,2020-10-28,0,4.5,Portline SA,Chinese interests,0,0,24,3.58012,11500,10125,9250,9250,10125,19,Japan,0,0,0,1,0,0,0,0,0,Handymax
Bulk,Unico Sienna,2012,34328,Dae Sun Shipbuilding,2020-10-25,0,8,Unico Logistics,Undisclosed interests,0,0,20.65,2.571,9125,8812.5,8000,8000,9875,8,South Korea,0,0,0,0,0,0,1,0,0,Handysize
Bulk,Champion Bay,2000,32835,Kanda Zosensho,2020-10-23,0,3,Pacific Basin Shpg,Undisclosed interests,0,0,20.65,2.571,9125,8812.5,8000,8000,9875,20,Japan,0,0,0,1,0,0,0,0,0,Handysize
Bulk,Crimson Monarch,2014,77116,Imabari SB Marugame,2020-10-23,0,17.5,MMSL,Greek interests,0,1,25.5,4.4696,,10975,10500,10325,12300,6,Japan,0,0,0,1,0,0,0,0,0,Panamax
Bulk,NSS Honesty,2007,229548,Mitsui SB (Chiba),2020-10-23,0,11,NS United KK,Undisclosed interests,0,0,48.5,,,,,,,13,Japan,0,0,0,1,0,0,0,0,0,no-class
Bulk,Balaban,2009,56735,COSCO Guangdong,2020-10-22,0,8,Er Denizcilik,Clients of Fuzhou Haitong,0,0,24,3.58012,11625,10500,9250,9250,10500,11,China,1,0,0,0,0,0,0,0,0,Handymax
Bulk,SBI Hyperion,2016,61171,Nantong COSCO KHI,2020-10-22,0,17.5,Scorpio Bulkers,Thoresen Shpg Sing,0,1,24,3.58012,11625,11875,10875,10625,10500,4,China,1,0,0,0,0,0,0,0,0,Handymax
Bulk,Ince Hamburg,2010,28189,I-S Shipyard,2020-10-21,0,7.25,Ince Denizcilik,Turkish interests,0,0,20.65,2.571,9062.5,8812.5,8000,8000,10000,10,Japan,0,0,0,1,0,0,0,0,0,Handysize
Bulk,Iron Kovdor,1998,72474,Sasebo HI,2020-10-21,0,3.95,Staff Centre Mgmt,Chinese interests,0,0,25.5,4.4696,,11150,10600,10400,12475,22,Japan,0,0,0,1,0,0,0,0,0,Panamax
Bulk,Orient Grace,2012,58620,Kawasaki HI Sakaide,2020-10-21,0,12.4,Sato Steamship,Greek interests,0,0,24,3.58012,11625,10500,9250,9250,10500,8,Japan,0,0,0,1,0,0,0,0,0,Handymax
Bulk,SBI Zeus,2016,60414,Mitsui SB (Tamano),2020-10-21,0,18.5,Scorpio Bulkers,Undisclosed interests,0,1,24,3.58012,11625,11875,10875,10625,10500,4,Japan,0,0,0,1,0,0,0,0,0,Handymax
Bulk,Queen Jhansi,2007,58758,Tsuneishi Zhoushan,2020-10-20,0,7.5,Technomar Shipping,Undisclosed interests,0,0,24,3.58012,11625,10500,9250,9250,10500,13,China,1,0,0,0,0,0,0,0,0,Handymax
Bulk,Shrike,2003,53343,Kanasashi K.K.,2020-10-20,0,5.4,Eagle Bulk Shipping,Vietnamese interests,0,0,24,3.58012,11625,10500,9250,9250,10500,17,Japan,0,0,0,1,0,0,0,0,0,Handymax
Bulk,Cerba,2010,80370,STX SB (Jinhae),2020-10-16,0,13,Cerrahgil Denizcilik,Undisclosed interests,0,0,26,4.4696,,12475,11800,11700,12475,10,South Korea,0,0,0,0,0,0,1,0,0,Panamax
Bulk,Huge Hakata,2012,180643,Tsuneishi Cebu,2020-10-16,0,23,Nissen Kaiun,European interests,1,1,46.5,7.92096,18875,15375,14000,14875,15375,8,Philippines,0,0,0,0,0,1,0,0,0,Capesize
Bulk,SBI Hera,2016,60425,Mitsui SB (Tamano),2020-10-16,0,18.5,Scorpio Bulkers,Undisclosed interests,0,1,24,3.58012,11625,11875,10875,10625,10500,4,Japan,0,0,0,1,0,0,0,0,0,Handymax
Bulk,West Treasure,2014,61292,Iwagi Zosen,2020-10-16,0,15,Toei Japan Ltd.,Undisclosed interests,0,0,24,3.58012,11625,11875,10875,10625,10500,6,Japan,0,0,0,1,0,0,0,0,0,Handymax
Bulk,Yutai Breeze,2010,55088,Nantong COSCO KHI,2020-10-16,0,9,Taiship Development,Indonesian interests,0,0,24,3.58012,11625,10500,9250,9250,10500,10,China,1,0,0,0,0,0,0,0,0,Handymax
Bulk,Alam Setia,2013,36320,Shikoku Dock.,2020-10-15,0,10.5,Grace Ocean,Greek interests,0,0,23,2.571,10187.5,9875,9375,10375,9875,7,Japan,0,0,0,1,0,0,0,0,0,Handysize
Bulk,Cas Amares,2011,55783,Hyundai Vietnam SB,2020-10-15,0,8.85,Peter Dohle,Greek interests,0,0,24,3.58012,11750,10625,9250,9250,10625,9,Vietnam,0,0,0,0,0,0,0,0,1,Handymax
Bulk,China Steel Integrity*,2002,175775,CSBC (Kaohsiung),2020-10-15,0,9.2,China Steel Express,Clients of Eddie Steamship,0,0,46.5,7.92096,22500,16500,13875,13875,17500,18,Taiwan,0,0,0,0,0,0,0,1,0,Capesize
Bulk,China Steel Responsibility*,2003,175775,CSBC (Kaohsiung),2020-10-15,0,9.3,China Steel Express,Clients of Eddie Steamship,0,0,46.5,7.92096,22500,16500,13875,13875,17500,17,Taiwan,0,0,0,0,0,0,0,1,0,Capesize
Bulk,Isabella Manx,2019,63878,Tsuneishi Zhoushan,2020-10-15,0,25.8,MX Bulk Mgmt,U.A.E. interests,0,1,24,3.58012,11750,12000,10875,10625,10625,1,China,1,0,0,0,0,0,0,0,0,Handymax
Bulk,Osprey I,2002,50206,Mitsui SB (Chiba),2020-10-15,0,4.9,Eagle Bulk Shipping,Chinese interests,0,0,24,3.58012,11750,10625,9250,9250,10625,18,Japan,0,0,0,1,0,0,0,0,0,Handymax
Bulk,Tilda Oldendorff,2011,180556,STX SB (Jinhae),2020-10-15,0,18.4,Oldendorff Carriers,Clients of Alpha Bulkers,0,0,46.5,7.92096,23500,17500,14875,14875,17500,9,South Korea,0,0,0,0,0,0,1,0,0,Capesize
Bulk,Clymene,2006,73600,Jiangnan Shipyard,2020-10-14,0,7.75,Hadley Shipping,Chinese interests,0,0,25.5,4.4696,,11550,10800,10600,12875,14,China,1,0,0,0,0,0,0,0,0,Panamax
Bulk,Shin-Ei,2008,207933,Universal SB (Tsu),2020-10-14,0,18.9,NS United KK,Chinese interests,0,0,48.5,,,,,,,12,Japan,0,0,0,1,0,0,0,0,0,no-class
Bulk,Imke Selmer,2010,32648,Jiangsu Zhenjiang SY,2020-10-13,0,5.5,Oskar Wehr,Turkish interests,0,0,20.65,2.571,8875,8750,8000,8000,9875,10,China,1,0,0,0,0,0,0,0,0,Handysize
Bulk,Jupiter Ace,2009,32527,Zhejiang Hongxin,2020-10-09,0,5.8,Sammok Shipping Co.,Undisclosed interests,0,0,20.65,2.571,8875,8750,8000,8000,9875,11,China,1,0,0,0,0,0,0,0,0,Handysize
Bulk,Mineral Antwerpen,2003,172424,Daewoo (DSME),2020-10-09,0,9,Sincere Navigation,Clients of N.G. Moundreas,0,0,46.5,7.92096,22500,16500,13875,13875,17500,17,South Korea,0,0,0,0,0,0,1,0,0,Capesize
Bulk,SBI Conga,2015,81167,Hudong Zhonghua,2020-10-09,0,18.4,Scorpio Bulkers,Undisclosed interests,0,1,26,4.4696,,12875,12000,12000,12875,5,China,1,0,0,0,0,0,0,0,0,Panamax
Bulk,Hong Kai,1996,45654,Hashihama Zosen,2020-10-07,0,2.6,Fuzhou Xinjiahong,Chinese interests,0,0,24,3.58012,12062.5,10625,9250,9250,10625,24,Japan,0,0,0,1,0,0,0,0,0,Handymax
Bulk,Nord Neptune,2006,75726,Sanoyas,2020-10-07,0,8,Norden A/S,Undisclosed interests,0,0,25.5,4.4696,,11625,10800,10600,12950,14,Japan,0,0,0,1,0,0,0,0,0,Panamax
Bulk,Queen Anatolia,1996,28450,Imabari SB (Imabari),2020-10-07,0,2.9,Navigators Shpg & T,Undisclosed interests,0,0,20.65,2.571,8875,8750,8000,8000,9875,24,Japan,0,0,0,1,0,0,0,0,0,Handysize
